course_id,title,category,trade,difficulty,duration_seconds,language,has_video,has_quiz,has_practical,prerequisites,topics,avg_rating,num_ratings,completion_rate,created_date,content_hash
COURSE_00000,Mobile Repair - Financial Planning (Part 1),financial_planning,mobile_repair,advanced,129,gu,False,False,True,[],"[np.str_('financial_planning'), np.str_('mobile_repair')]",3.5240095584654996,64,0.6601800569097955,2024-07-30T18:57:17.369552,7a8b73268912b4f0
COURSE_00001,Welder - Basic Skills (Part 2),basic_skills,welder,advanced,273,pa,False,False,True,[],"[np.str_('basic_skills'), np.str_('welder')]",4.328949680839865,967,0.6553317822267855,2025-09-02T18:57:17.370130,6895362c051523d8
COURSE_00002,Appliance Repair - Digital Literacy (Part 3),digital_literacy,appliance_repair,beginner,68,pa,True,True,True,[],"[np.str_('digital_literacy'), np.str_('appliance_repair')]",3.596301862411755,808,0.8248444563627695,2025-08-16T18:57:17.370764,2f1c0fd59b7deb48
COURSE_00003,Electrician - Marketing (Part 4),marketing,electrician,intermediate,228,bn,False,True,True,[],"[np.str_('marketing'), np.str_('electrician')]",4.703280857648248,197,0.8964814751175259,2025-06-14T18:57:17.371129,7480d0a9738aa400
COURSE_00004,Artisan - Troubleshooting (Part 5),troubleshooting,artisan,advanced,218,te,False,False,False,[],"[np.str_('troubleshooting'), np.str_('artisan')]",3.1029986760591486,737,0.9372715554190119,2024-04-20T18:57:17.371492,b1236054811d39ec
COURSE_00005,Mason - Maintenance (Part 6),maintenance,mason,intermediate,216,ml,False,True,False,[],"[np.str_('maintenance'), np.str_('mason')]",3.8346902651739923,980,0.8203243497837671,2026-02-04T18:57:17.372158,13108320f2d6f6c4
COURSE_00006,Farmer - Advanced Techniques (Part 7),advanced_techniques,farmer,expert,94,hi,False,True,False,[],"[np.str_('advanced_techniques'), np.str_('farmer')]",4.492143857789371,812,0.933569744814492,2025-12-17T18:57:17.373099,cf17ff366818dd7e
COURSE_00007,Electrician - Basic Skills (Part 8),basic_skills,electrician,beginner,234,ta,True,True,True,[],"[np.str_('basic_skills'), np.str_('electrician')]",4.363065527486775,648,0.9326118660135825,2025-10-28T18:57:17.373528,9419e2c52c907696
COURSE_00008,Artisan - Financial Planning (Part 9),financial_planning,artisan,beginner,67,kn,False,False,True,[],"[np.str_('financial_planning'), np.str_('artisan')]",4.473206095248437,522,0.6609320880406404,2025-06-29T18:57:17.373832,c626ac62a3e515b3
COURSE_00009,Farmer - Maintenance (Part 10),maintenance,farmer,intermediate,204,ta,False,True,True,[],"[np.str_('maintenance'), np.str_('farmer')]",3.5974239377917,307,0.9423940358210363,2024-04-25T18:57:17.374187,81e0a4668f25295c
COURSE_00010,Electrician - Financial Planning (Part 1),financial_planning,electrician,beginner,215,pa,False,True,True,[],"[np.str_('financial_planning'), np.str_('electrician')]",3.812879421291961,196,0.3600284825678719,2025-11-23T18:57:17.374375,f2d4638357407c25
COURSE_00011,Farmer - Financial Planning (Part 2),financial_planning,farmer,expert,130,mr,True,False,False,[],"[np.str_('financial_planning'), np.str_('farmer')]",4.737542141733462,244,0.5347235858472218,2026-01-13T18:57:17.374558,9cb6c8517d55c094
COURSE_00012,Carpenter - Marketing (Part 3),marketing,carpenter,beginner,290,bn,True,True,True,[],"[np.str_('marketing'), np.str_('carpenter')]",3.5209574474129437,859,0.7081084257593959,2025-01-04T18:57:17.374739,a438a03e2af70620
COURSE_00013,Carpenter - Digital Literacy (Part 4),digital_literacy,carpenter,intermediate,84,bn,True,True,True,[],"[np.str_('digital_literacy'), np.str_('carpenter')]",3.886994595461254,79,0.4352563978247561,2025-10-27T18:57:17.374914,5f6cb44fcabed307
COURSE_00014,Carpenter - Advanced Techniques (Part 5),advanced_techniques,carpenter,expert,33,bn,False,True,False,[],"[np.str_('advanced_techniques'), np.str_('carpenter')]",4.654704312877561,766,0.7636898571328714,2024-04-21T18:57:17.375098,284081b9ba7d1258
COURSE_00015,Mobile Repair - Financial Planning (Part 6),financial_planning,mobile_repair,advanced,61,te,False,True,False,[],"[np.str_('financial_planning'), np.str_('mobile_repair')]",4.79078110190679,414,0.525271347214641,2024-03-01T18:57:17.375276,0835436052a46c3d
COURSE_00016,Mason - Quality Control (Part 7),quality_control,mason,expert,241,ml,False,True,False,[],"[np.str_('quality_control'), np.str_('mason')]",3.303550078682447,487,0.3418710624009551,2025-01-31T18:57:17.375453,772e4a319f99710c
COURSE_00017,Electrician - Tools (Part 8),tools,electrician,beginner,168,pa,False,True,True,[],"[np.str_('tools'), np.str_('electrician')]",3.0156655989109877,130,0.47975656879071155,2025-02-24T18:57:17.375630,dc711eb61564a1e2
COURSE_00018,Artisan - Marketing (Part 9),marketing,artisan,intermediate,250,ml,True,True,True,[],"[np.str_('marketing'), np.str_('artisan')]",3.5015727345942356,155,0.5490234767571912,2024-07-05T18:57:17.375805,e4bfefc57d7400f0
COURSE_00019,Welder - Business Skills (Part 10),business_skills,welder,beginner,224,gu,True,True,True,[],"[np.str_('business_skills'), np.str_('welder')]",4.1287237047081105,209,0.6081059802556044,2026-01-24T18:57:17.375986,821743ba5380af24
COURSE_00020,Artisan - Quality Control (Part 1),quality_control,artisan,advanced,54,ta,True,True,False,[],"[np.str_('quality_control'), np.str_('artisan')]",3.14340975695092,601,0.7558695537563989,2025-05-21T18:57:17.376165,e95d3aca440c46b3
COURSE_00021,Carpenter - Basic Skills (Part 2),basic_skills,carpenter,expert,152,en,True,True,False,[],"[np.str_('basic_skills'), np.str_('carpenter')]",4.591355069945699,419,0.5163564746078312,2025-08-23T18:57:17.376342,26c4e6230e5ede68
COURSE_00022,Electrician - Digital Literacy (Part 3),digital_literacy,electrician,expert,270,kn,False,False,False,[],"[np.str_('digital_literacy'), np.str_('electrician')]",3.710971774270237,843,0.6917140543125817,2024-10-20T18:57:17.376517,ab50ce8b5fdc229e
COURSE_00023,Carpenter - Digital Literacy (Part 4),digital_literacy,carpenter,expert,239,kn,False,False,False,[],"[np.str_('digital_literacy'), np.str_('carpenter')]",4.270023339618331,104,0.6354215847787962,2024-02-20T18:57:17.376694,5f6cb44fcabed307
COURSE_00024,Appliance Repair - Digital Literacy (Part 5),digital_literacy,appliance_repair,expert,215,bn,True,True,True,[],"[np.str_('digital_literacy'), np.str_('appliance_repair')]",3.744911400586634,362,0.5170659967129723,2024-06-25T18:57:17.376873,3b5ebe60ab44a4a0
COURSE_00025,Electrician - Customer Service (Part 6),customer_service,electrician,advanced,206,te,True,True,False,[],"[np.str_('customer_service'), np.str_('electrician')]",4.966175262095337,374,0.32967343455971354,2024-08-25T18:57:17.377057,5d6f71102b175790
COURSE_00026,Plumber - Quality Control (Part 7),quality_control,plumber,beginner,187,ta,False,False,True,[],"[np.str_('quality_control'), np.str_('plumber')]",4.964850866999146,124,0.7640021100353172,2025-07-30T18:57:17.377238,dcce80ed60c0e6c5
COURSE_00027,Electrician - Digital Literacy (Part 8),digital_literacy,electrician,intermediate,209,bn,True,True,True,[],"[np.str_('digital_literacy'), np.str_('electrician')]",4.421442824958724,440,0.8871889601941036,2025-12-22T18:57:17.377415,f67061cde8d806fc
COURSE_00028,Artisan - Maintenance (Part 9),maintenance,artisan,intermediate,191,pa,False,True,False,[],"[np.str_('maintenance'), np.str_('artisan')]",4.911643267642029,722,0.518591438343202,2024-03-21T18:57:17.377592,050e090f967c4caa
COURSE_00029,Electrician - Business Skills (Part 10),business_skills,electrician,expert,117,pa,True,True,True,[],"[np.str_('business_skills'), np.str_('electrician')]",4.749017824528535,578,0.783578742822928,2024-05-19T18:57:17.377772,f997aaff04e88c74
COURSE_00030,Mason - Basic Skills (Part 1),basic_skills,mason,expert,122,mr,True,True,False,[],"[np.str_('basic_skills'), np.str_('mason')]",4.061134351634907,640,0.8022945906445096,2024-09-06T18:57:17.377950,fb7162fdb6dbc658
COURSE_00031,Carpenter - Maintenance (Part 2),maintenance,carpenter,intermediate,96,pa,True,True,True,[],"[np.str_('maintenance'), np.str_('carpenter')]",4.4958677563230784,242,0.355556350225654,2024-06-02T18:57:17.378134,28f65c5d3ba4660b
COURSE_00032,Plumber - Basic Skills (Part 3),basic_skills,plumber,intermediate,188,en,False,True,False,[],"[np.str_('basic_skills'), np.str_('plumber')]",3.594827393492994,903,0.4324750435466358,2025-12-24T18:57:17.378310,642aabee06658cab
COURSE_00033,Appliance Repair - Digital Literacy (Part 4),digital_literacy,appliance_repair,intermediate,183,ta,True,True,True,[],"[np.str_('digital_literacy'), np.str_('appliance_repair')]",3.0540312725369136,466,0.6395710151613401,2025-09-04T18:57:17.378486,be87f924167f36ab
COURSE_00034,Electrician - Maintenance (Part 5),maintenance,electrician,beginner,199,te,True,True,True,[],"[np.str_('maintenance'), np.str_('electrician')]",4.8000950561670255,659,0.6513125084023265,2025-10-15T18:57:17.378662,be0ca879c7301b23
COURSE_00035,Artisan - Troubleshooting (Part 6),troubleshooting,artisan,advanced,175,mr,True,False,False,[],"[np.str_('troubleshooting'), np.str_('artisan')]",4.566307983376614,996,0.8126257599736764,2025-11-26T18:57:17.378848,cda4aa92f5c04e89
COURSE_00036,Homestay Owner - Basic Skills (Part 7),basic_skills,homestay_owner,beginner,140,en,True,False,True,[],"[np.str_('basic_skills'), np.str_('homestay_owner')]",4.12392962638456,773,0.5858080376707377,2025-08-28T18:57:17.379036,885efe3b11f738c1
COURSE_00037,Carpenter - Customer Service (Part 8),customer_service,carpenter,beginner,60,ta,False,True,True,[],"[np.str_('customer_service'), np.str_('carpenter')]",4.14489793738892,868,0.37773169665295125,2024-03-24T18:57:17.379260,71522d7b24636a81
COURSE_00038,Welder - Financial Planning (Part 9),financial_planning,welder,expert,228,en,False,True,False,[],"[np.str_('financial_planning'), np.str_('welder')]",4.714467000803828,466,0.3890138381534597,2025-12-09T18:57:17.379467,4f365d76ba9641a0
COURSE_00039,Homestay Owner - Basic Skills (Part 10),basic_skills,homestay_owner,expert,131,kn,False,True,False,[],"[np.str_('basic_skills'), np.str_('homestay_owner')]",4.338640977345149,822,0.6677122103962607,2024-04-03T18:57:17.379879,310ac4c6e11d423b
COURSE_00040,Farmer - Tools (Part 1),tools,farmer,advanced,233,bn,True,False,False,[],"[np.str_('tools'), np.str_('farmer')]",3.6809951925616353,443,0.4906699177609898,2024-09-27T18:57:17.380115,161b1eb413b4172c
COURSE_00041,Homestay Owner - Quality Control (Part 2),quality_control,homestay_owner,expert,151,bn,False,False,False,[],"[np.str_('quality_control'), np.str_('homestay_owner')]",4.278556135239,124,0.757069428514066,2025-03-30T18:57:17.380303,0b1ec1bdc5665a5b
COURSE_00042,Mason - Government Schemes (Part 3),government_schemes,mason,advanced,161,pa,True,True,True,[],"[np.str_('government_schemes'), np.str_('mason')]",3.6374980564458994,854,0.7021878089938791,2024-05-12T18:57:17.380505,523f16a65db3169f
COURSE_00043,Carpenter - Marketing (Part 4),marketing,carpenter,beginner,58,ta,False,False,True,[],"[np.str_('marketing'), np.str_('carpenter')]",3.9763429299197024,680,0.6092349951729633,2025-03-27T18:57:17.380685,b6cc2013b51ae8c0
COURSE_00044,Plumber - Financial Planning (Part 5),financial_planning,plumber,expert,87,ta,False,True,True,[],"[np.str_('financial_planning'), np.str_('plumber')]",4.009977855841779,175,0.6873315951772399,2025-02-20T18:57:17.380862,d0a0155d5d1c5efc
COURSE_00045,Artisan - Digital Literacy (Part 6),digital_literacy,artisan,advanced,186,bn,True,True,False,[],"[np.str_('digital_literacy'), np.str_('artisan')]",4.461399953231516,477,0.8924419494356632,2025-01-23T18:57:17.381040,c63c971e93b455e7
COURSE_00046,Welder - Tools (Part 7),tools,welder,beginner,202,pa,False,True,True,[],"[np.str_('tools'), np.str_('welder')]",4.256789429240526,515,0.31505666479023575,2024-10-13T18:57:17.381220,e0044d9e5e5e4a22
COURSE_00047,Mason - Quality Control (Part 8),quality_control,mason,intermediate,147,ta,True,False,False,[],"[np.str_('quality_control'), np.str_('mason')]",3.4231287763435745,215,0.33352595396636675,2024-05-02T18:57:17.381396,2a3010eb021978c0
COURSE_00048,Farmer - Basic Skills (Part 9),basic_skills,farmer,beginner,203,pa,True,True,True,[],"[np.str_('basic_skills'), np.str_('farmer')]",3.753628391398176,343,0.34957144510629157,2025-09-20T18:57:17.381573,51714e9b1e8a9b0d
COURSE_00049,Farmer - Financial Planning (Part 10),financial_planning,farmer,intermediate,110,kn,True,False,False,[],"[np.str_('financial_planning'), np.str_('farmer')]",4.792380606780451,137,0.5358455678212575,2024-09-13T18:57:17.381750,0b03bdf66a95e3d8
COURSE_00050,Artisan - Maintenance (Part 1),maintenance,artisan,beginner,37,en,True,False,True,[],"[np.str_('maintenance'), np.str_('artisan')]",3.5937020526312806,315,0.8874773260038462,2024-08-18T18:57:17.381927,4879d9307a7c85e1
COURSE_00051,Mobile Repair - Basic Skills (Part 2),basic_skills,mobile_repair,beginner,230,kn,False,True,False,[],"[np.str_('basic_skills'), np.str_('mobile_repair')]",3.995316792488093,11,0.9254114090177514,2025-02-24T18:57:17.382104,8962b83a1386a274
COURSE_00052,Carpenter - Maintenance (Part 3),maintenance,carpenter,expert,145,bn,True,False,True,[],"[np.str_('maintenance'), np.str_('carpenter')]",4.081191525898181,204,0.512553003723567,2024-12-31T18:57:17.382280,7116c08b01d8c562
COURSE_00053,Welder - Advanced Techniques (Part 4),advanced_techniques,welder,intermediate,217,gu,True,False,False,[],"[np.str_('advanced_techniques'), np.str_('welder')]",3.963329569218332,531,0.4741315840919925,2024-04-19T18:57:17.382459,1ac8a7081b723386
COURSE_00054,Welder - Tools (Part 5),tools,welder,advanced,110,pa,True,True,True,[],"[np.str_('tools'), np.str_('welder')]",4.953909619729748,183,0.7229062821829295,2026-01-01T18:57:17.382635,0dded6aa3c2822d7
COURSE_00055,Mobile Repair - Financial Planning (Part 6),financial_planning,mobile_repair,beginner,218,ta,False,True,False,[],"[np.str_('financial_planning'), np.str_('mobile_repair')]",3.7169908389377992,732,0.8635497439332369,2025-09-07T18:57:17.382813,0835436052a46c3d
COURSE_00056,Farmer - Maintenance (Part 7),maintenance,farmer,expert,147,ta,True,False,True,[],"[np.str_('maintenance'), np.str_('farmer')]",4.091308572677397,334,0.5936839269490628,2025-07-03T18:57:17.382989,a74f2473d57ebf51
COURSE_00057,Farmer - Safety (Part 8),safety,farmer,intermediate,268,hi,False,True,False,[],"[np.str_('safety'), np.str_('farmer')]",3.1498001766981094,354,0.3953211152334893,2024-07-04T18:57:17.383170,66900198581ef209
COURSE_00058,Artisan - Customer Service (Part 9),customer_service,artisan,intermediate,113,mr,True,False,False,[],"[np.str_('customer_service'), np.str_('artisan')]",4.908087640079419,963,0.8065508037180502,2024-08-19T18:57:17.383348,3c3fd6d70facea50
COURSE_00059,Electrician - Business Skills (Part 10),business_skills,electrician,intermediate,96,kn,True,True,False,[],"[np.str_('business_skills'), np.str_('electrician')]",4.158885780842734,781,0.6947448223219728,2025-04-07T18:57:17.383909,f997aaff04e88c74
COURSE_00060,Electrician - Government Schemes (Part 1),government_schemes,electrician,advanced,196,hi,True,False,True,[],"[np.str_('government_schemes'), np.str_('electrician')]",3.5712136063746938,955,0.5260699281358369,2024-09-01T18:57:17.384200,4c1b144fa0dbbe59
COURSE_00061,Mobile Repair - Digital Literacy (Part 2),digital_literacy,mobile_repair,expert,64,ml,False,True,True,[],"[np.str_('digital_literacy'), np.str_('mobile_repair')]",4.082410430120057,597,0.5980120133235889,2024-03-13T18:57:17.384955,f27b9f492401e423
COURSE_00062,Homestay Owner - Advanced Techniques (Part 3),advanced_techniques,homestay_owner,beginner,72,pa,True,True,True,[],"[np.str_('advanced_techniques'), np.str_('homestay_owner')]",3.438344685781547,566,0.6964210711957823,2024-05-11T18:57:17.385423,d5c97eb3057fb771
COURSE_00063,Mobile Repair - Customer Service (Part 4),customer_service,mobile_repair,intermediate,32,en,True,True,True,[],"[np.str_('customer_service'), np.str_('mobile_repair')]",3.6476407721489705,289,0.43803012619746506,2026-01-31T18:57:17.385824,37aded991000ed80
COURSE_00064,Farmer - Business Skills (Part 5),business_skills,farmer,expert,245,pa,True,True,True,[],"[np.str_('business_skills'), np.str_('farmer')]",4.42470506990743,48,0.9142188210635023,2024-09-10T18:57:17.386185,ec2c0d5432193080
COURSE_00065,Carpenter - Digital Literacy (Part 6),digital_literacy,carpenter,intermediate,273,hi,True,True,True,[],"[np.str_('digital_literacy'), np.str_('carpenter')]",4.53723175788682,794,0.8207315491601532,2025-01-29T18:57:17.386609,3865ca06a49f97fd
COURSE_00066,Homestay Owner - Government Schemes (Part 7),government_schemes,homestay_owner,advanced,50,ml,True,True,False,[],"[np.str_('government_schemes'), np.str_('homestay_owner')]",4.327544367012195,700,0.5297436823984742,2025-01-26T18:57:17.386924,2b70786720c4fc89
COURSE_00067,Electrician - Basic Skills (Part 8),basic_skills,electrician,intermediate,275,ta,True,False,True,[],"[np.str_('basic_skills'), np.str_('electrician')]",3.871973595836364,105,0.40258342495455735,2025-06-13T18:57:17.387231,9419e2c52c907696
COURSE_00068,Plumber - Advanced Techniques (Part 9),advanced_techniques,plumber,intermediate,159,bn,False,True,True,[],"[np.str_('advanced_techniques'), np.str_('plumber')]",3.7669485058923806,266,0.3428046373326654,2024-08-30T18:57:17.387654,2d403ff8ea00111b
COURSE_00069,Welder - Safety (Part 10),safety,welder,beginner,171,en,True,False,False,[],"[np.str_('safety'), np.str_('welder')]",4.7574808783766676,38,0.4141911983432757,2025-12-06T18:57:17.388016,1200d4d8db60347d
COURSE_00070,Homestay Owner - Advanced Techniques (Part 1),advanced_techniques,homestay_owner,advanced,89,bn,False,True,False,[],"[np.str_('advanced_techniques'), np.str_('homestay_owner')]",3.6509241804242,118,0.6163860075983907,2025-12-18T18:57:17.388419,371b4ba2c10bd0d6
COURSE_00071,Mason - Basic Skills (Part 2),basic_skills,mason,intermediate,115,ml,True,True,False,[],"[np.str_('basic_skills'), np.str_('mason')]",3.7647953640569947,811,0.5470802368473657,2025-02-26T18:57:17.388743,4eabac503e5985eb
COURSE_00072,Mobile Repair - Quality Control (Part 3),quality_control,mobile_repair,expert,145,te,False,False,False,[],"[np.str_('quality_control'), np.str_('mobile_repair')]",4.159245589904578,921,0.5024789086803478,2025-04-20T18:57:17.389059,fe74fef48519f823
COURSE_00073,Plumber - Customer Service (Part 4),customer_service,plumber,expert,74,bn,True,False,True,[],"[np.str_('customer_service'), np.str_('plumber')]",3.1939198834347367,24,0.7755890364670643,2024-10-03T18:57:17.389437,027810c262e54d9c
COURSE_00074,Electrician - Quality Control (Part 5),quality_control,electrician,beginner,85,ta,False,True,False,[],"[np.str_('quality_control'), np.str_('electrician')]",3.375281065335221,472,0.5750476948947915,2025-09-18T18:57:17.389770,64b96dee5c5089d4
COURSE_00075,Mason - Safety (Part 6),safety,mason,intermediate,144,ta,True,True,False,[],"[np.str_('safety'), np.str_('mason')]",4.002462211496227,136,0.6071492395258411,2025-07-16T18:57:17.390079,e9d95762ac39e153
COURSE_00076,Welder - Business Skills (Part 7),business_skills,welder,advanced,97,kn,True,False,False,[],"[np.str_('business_skills'), np.str_('welder')]",4.280109347076859,829,0.7100211204576119,2024-12-25T18:57:17.390416,68a46c1c331c9503
COURSE_00077,Mason - Tools (Part 8),tools,mason,expert,44,ta,True,True,True,[],"[np.str_('tools'), np.str_('mason')]",3.28177426780713,762,0.7155780082986976,2024-09-19T18:57:17.390757,0a20d345f54a524b
COURSE_00078,Carpenter - Customer Service (Part 9),customer_service,carpenter,expert,294,kn,True,True,False,[],"[np.str_('customer_service'), np.str_('carpenter')]",3.1145884727872906,951,0.86114082433417,2025-03-31T18:57:17.391090,1ee208e753726e71
COURSE_00079,Farmer - Customer Service (Part 10),customer_service,farmer,beginner,60,ml,True,True,False,[],"[np.str_('customer_service'), np.str_('farmer')]",3.622778604519449,979,0.4258346496620264,2025-05-23T18:57:17.391444,d3b4c3d171aff15c
COURSE_00080,Mason - Tools (Part 1),tools,mason,intermediate,90,pa,True,True,False,[],"[np.str_('tools'), np.str_('mason')]",3.2324728624470884,950,0.8597968375488061,2025-12-14T18:57:17.391778,61b8df1a610f5d0b
COURSE_00081,Plumber - Advanced Techniques (Part 2),advanced_techniques,plumber,intermediate,242,gu,True,False,False,[],"[np.str_('advanced_techniques'), np.str_('plumber')]",4.221433397813254,745,0.8573110270869648,2024-10-21T18:57:17.392112,c4be56db84cdee3c
COURSE_00082,Mobile Repair - Basic Skills (Part 3),basic_skills,mobile_repair,advanced,68,ml,True,False,False,[],"[np.str_('basic_skills'), np.str_('mobile_repair')]",3.601680580866825,150,0.7959831137436578,2024-08-08T18:57:17.392461,1aaaeed3c4cb17c7
COURSE_00083,Homestay Owner - Customer Service (Part 4),customer_service,homestay_owner,beginner,83,pa,False,True,False,[],"[np.str_('customer_service'), np.str_('homestay_owner')]",3.7408894039940717,537,0.9354992452030242,2024-09-18T18:57:17.392793,c711158db4a0cc6c
COURSE_00084,Farmer - Tools (Part 5),tools,farmer,expert,173,ta,True,False,False,[],"[np.str_('tools'), np.str_('farmer')]",4.14631264123555,474,0.9486372739574755,2024-12-17T18:57:17.393123,c6a118febb05ddac
COURSE_00085,Appliance Repair - Customer Service (Part 6),customer_service,appliance_repair,advanced,280,pa,False,False,True,[],"[np.str_('customer_service'), np.str_('appliance_repair')]",3.0616494827933147,896,0.85330548411621,2024-12-18T18:57:17.393470,7511cfd0d5b827a1
COURSE_00086,Appliance Repair - Customer Service (Part 7),customer_service,appliance_repair,beginner,211,mr,False,False,False,[],"[np.str_('customer_service'), np.str_('appliance_repair')]",3.6825303661394218,905,0.7653726262924878,2024-06-15T18:57:17.393803,680de80d509fca44
COURSE_00087,Farmer - Maintenance (Part 8),maintenance,farmer,intermediate,41,hi,False,False,False,[],"[np.str_('maintenance'), np.str_('farmer')]",4.444907078864672,355,0.7965969476083377,2024-09-25T18:57:17.394135,089089fef81b0d34
COURSE_00088,Mobile Repair - Troubleshooting (Part 9),troubleshooting,mobile_repair,beginner,266,bn,True,False,True,[],"[np.str_('troubleshooting'), np.str_('mobile_repair')]",4.071791743775224,488,0.8492144087488136,2025-05-28T18:57:17.394490,d411e303c5f3e432
COURSE_00089,Carpenter - Marketing (Part 10),marketing,carpenter,intermediate,204,kn,False,False,True,[],"[np.str_('marketing'), np.str_('carpenter')]",3.9073357683128975,858,0.5061260634966379,2025-01-23T18:57:17.394838,5c1f417ff504f257
COURSE_00090,Artisan - Tools (Part 1),tools,artisan,beginner,185,pa,True,True,True,[],"[np.str_('tools'), np.str_('artisan')]",4.968096783714334,526,0.7726155558719854,2024-12-31T18:57:17.395194,9f083aff8dd980bf
COURSE_00091,Appliance Repair - Quality Control (Part 2),quality_control,appliance_repair,intermediate,67,ta,True,False,True,[],"[np.str_('quality_control'), np.str_('appliance_repair')]",3.5375069758200968,966,0.842657599515636,2026-01-12T18:57:17.395707,aa3d06d336c75d26
